genres,avaliacoes_negativas_percentual,concorrentes
"Action;Casual;Indie;Massively Multiplayer;RPG;Simulation;Early Access",36.75150000,1
"Racing;Early Access",36.73772000,5
Nudity;Action;Indie,36.71500000,1
Casual;Indie;Simulation;Strategy,36.70261547,181
Action;Adventure;Indie;Simulation;Strategy,36.60733750,16
"Action;Casual;Indie;RPG;Early Access",36.58928000,5
Casual;RPG,36.51240833,12
"Design & Illustration;Utilities",36.43860000,5
Nudity;Violent;Adventure;Casual;Indie;Simulation,36.36360000,1
"Action;Adventure;Indie;Racing;RPG;Simulation;Early Access",36.36360000,1
"Indie;Simulation;Animation & Modeling;Video Production;Early Access",36.36360000,1
Strategy;Indie,36.32216667,3
Gore;Action;Indie;RPG,36.26875000,2
Gore;Action;Casual;Indie,36.24002500,4
RPG;Indie;Casual,36.20690000,1
"Simulation;Strategy;Early Access",36.15207692,13
"Violent;Gore;Indie;Massively Multiplayer;Early Access",36.12900000,1
Adventure;Casual;Indie;Racing,36.11398182,11
"Violent;Action;Indie;Early Access",35.96996923,13
Violent;Gore;Action;Adventure;Casual;Indie;Racing,35.89740000,1
"Action;Adventure;Indie;Simulation;Strategy;Early Access",35.73462000,10
Nudity;Casual;Simulation,35.71430000,1
"Casual;Animation & Modeling;Video Production",35.71430000,1
"Action;Adventure;Indie;Racing;Simulation;Sports;Early Access",35.64515000,2
Indie;Simulation;Sports;Strategy,35.60069667,30
Action;Adventure;Casual;Indie;Simulation;Sports,35.48050000,9
"Adventure;Indie;Massively Multiplayer;Simulation;Early Access",35.47720000,1
"Massively Multiplayer;Early Access",35.41670000,1
"Sexual Content;Nudity;Violent;Gore;Action;Adventure;Casual;Indie;Simulation;Strategy",35.35910000,1
"Action;Casual;Indie;Massively Multiplayer",35.33776000,10
"Casual;Simulation;Early Access",35.28557692,13
Violent;Sports,35.20410000,1
"Violent;Gore;Action;Indie;RPG;Strategy;Early Access",35.18520000,1
"Adventure;Indie;Massively Multiplayer",35.09123333,3
Action;Racing,35.08097692,39
"Action;Indie;Simulation;Strategy;Early Access",35.01064000,15
"Action;Indie;Massively Multiplayer;Simulation;Strategy",35.00560000,1
"Indie;Racing;Simulation;Sports;Early Access",34.99317500,4
"Action;Adventure;Early Access",34.98561579,19
Action;Adventure;Casual;Indie;Racing;Sports,34.88370000,1
"Action;Adventure;Indie;Massively Multiplayer;Simulation",34.86990000,4
"Action;Adventure;Indie;Massively Multiplayer;Early Access",34.85570000,4
Action;Casual;Indie;Simulation;Strategy,34.80202340,47
Violent;Gore;Action;Adventure;Casual;Indie;Racing;Simulation;Sports,34.78260000,1
"Action;Indie;Massively Multiplayer",34.66031538,13
"Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Simulation;Strategy;Early Access",34.61540000,1
Violent;Action;Adventure;Strategy,34.54765000,2
Violent;Action;Adventure;Casual;Indie,34.52380000,1
Action;Casual;Indie;RPG,34.50528095,21
"Animation & Modeling;Design & Illustration;Education;Utilities;Early Access",34.48280000,1
Adventure;Indie;RPG;Simulation,34.47111429,21
Indie;RPG;Simulation;Sports;Strategy,34.32840000,1
Gore;Action;Indie;Strategy,34.31370000,2
Indie;RPG;Simulation,34.29373636,22
"Strategy;Early Access",34.23028000,20
Casual;Indie;Simulation;Sports;Strategy,34.17590000,21
Action;Adventure;Casual;Indie;Racing;Simulation;Sports,34.06767500,8
Gore;Adventure;Casual;Indie,34.06357500,4
Action;Adventure;Casual;Simulation,34.04472727,11
Violent;Gore;Action;Adventure;Indie;RPG,33.98390000,13
"Action;Indie;Massively Multiplayer;Racing;Simulation;Sports",33.97080000,1
Violent;Gore;Action;Adventure;Casual;RPG,33.89830000,1
Action;Indie;Simulation,33.72856228,114
Racing,33.72108765,81
"Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Strategy;Early Access",33.71190000,1
"Violent;Gore;Action;Adventure;Indie;Simulation;Early Access",33.67000000,3
Action;Adventure;Casual;RPG,33.64946667,9
"Action;Casual;Free to Play;Indie;Strategy;Early Access",33.60000000,1
"Indie;Simulation;Early Access",33.59330179,56
"Indie;Massively Multiplayer;Strategy",33.54480000,5
"Indie;Massively Multiplayer;RPG;Early Access",33.39916000,5
Adventure;Indie;RPG;Simulation;Strategy,33.39496667,21
"Action;Casual;Simulation;Sports;Early Access",33.33335000,2
Action;Casual;Indie;RPG;Sports,33.33335000,2
Strategy;Action;Indie,33.33330000,1
"Action;Sports;Strategy;Early Access",33.33330000,1
"Violent;Action;Adventure;Strategy;Early Access",33.33330000,1
"Violent;Action;Strategy;Early Access",33.33330000,1
Nudity;Violent;Gore;Adventure;Casual;Simulation,33.33330000,1
Nudity;Adventure;Casual,33.33330000,1
Action;Indie;Racing;RPG;Simulation;Strategy,33.33330000,1
"Violent;Action;Indie;Simulation;Strategy;Early Access",33.33330000,1
"Nudity;Violent;Gore;Action;Indie;Early Access",33.33330000,1
"Massively Multiplayer;Strategy",33.33330000,1
"Action;Adventure;Massively Multiplayer;Strategy;Early Access",33.33330000,1
"Violent;Gore;RPG;Early Access",33.33330000,1
"Action;Adventure;Casual;RPG;Early Access",33.33330000,1
Violent;Casual;RPG;Simulation;Strategy,33.33330000,1
Violent;Gore;Indie;Sports,33.33330000,1
Violent;Action;Adventure;Casual;Indie;Racing;RPG;Simulation;Strategy,33.33330000,1
Nudity;Violent;Gore;Casual;Indie,33.33330000,1
"Sexual Content;Action;Casual;Indie;Simulation;Strategy;Early Access",33.33330000,1
"Violent;Adventure;Indie;Early Access",33.33330000,1
Gore;Action;Casual;Indie;Strategy,33.33330000,1
Nudity;Adventure;Casual;Indie;RPG,33.33330000,1
"Adventure;Free to Play;Indie;RPG;Strategy",33.33330000,1
"Sexual Content;Nudity;Violent;Casual;Indie;RPG",33.33330000,1
RPG;Simulation;Sports,33.33330000,1
Action;Casual;Sports;Strategy,33.33330000,1
"Casual;Simulation;Animation & Modeling;Design & Illustration;Utilities",33.33330000,1
Action;Adventure;Casual;Indie;Simulation,33.28164706,68
"Indie;RPG;Strategy;Early Access",33.27353571,28
Violent;Gore;Indie;RPG,33.19840000,1
Action;Casual;Simulation;Sports,33.14902500,8
"Indie;Massively Multiplayer;Strategy;Early Access",33.11170000,3
Indie;Simulation;Strategy,33.02738734,229
Casual;Sports,33.01945556,18
"Action;Adventure;Indie;Simulation;Early Access",32.98319189,37
Action;Adventure;Casual;Indie,32.93087702,470
Action;Adventure;Indie;RPG;Simulation;Strategy,32.89736000,15
Utilities,32.89724348,23
"Adventure;Indie;Simulation;Early Access",32.81842000,10
Action;Adventure;Indie;Racing;Simulation,32.81388000,5
Indie;Simulation;Sports,32.76579737,38
"Violent;Action;Adventure;Indie;Massively Multiplayer;RPG",32.72540000,1
Casual;Indie;Sports,32.69867674,43
"Early Access",32.69625000,8
"Violent;Action;Early Access",32.66463333,3
"Adventure;Indie;Massively Multiplayer;RPG;Simulation;Strategy;Early Access",32.62410000,1
Action;Adventure;Casual;Indie;RPG;Simulation,32.61116190,21
Action;Adventure;Indie;RPG;Strategy,32.59765000,54
Nudity;Violent;Gore;Action;Adventure,32.59570000,3
Gore;Action;Adventure;Indie;RPG,32.55810000,1
"Sexual Content;Nudity;Violent;Adventure;Casual;Indie;Simulation",32.51835000,2
"Adventure;Casual;Free to Play;Indie",32.46186667,3
Violent;Gore;Action;Adventure;Indie;Simulation;Strategy,32.41230000,1
"Simulation;Sports;Early Access",32.40800000,7
Casual;Indie;Racing,32.38778136,59
Action;Casual;Indie;Simulation;Sports,32.36575789,19
Violent;Action;Adventure;Indie;RPG,32.31480000,3
Violent;Gore;Indie,32.29645714,14
Action;Casual;Indie;Racing;Simulation,32.21996667,12
Action;Adventure;Casual;Indie;Strategy,32.21923247,77
"Animation & Modeling;Design & Illustration;Photo Editing;Software Training;Utilities;Video Production",32.14290000,1
"Action;Casual;Indie;Racing;RPG;Simulation;Strategy;Early Access",32.11080000,1
"Adventure;Indie;RPG;Early Access",32.06001200,25
Action;Adventure;Casual;Indie;RPG,32.05070118,85
"Action;Casual;Indie;Massively Multiplayer;Simulation;Strategy",32.00000000,1
"Action;Casual;Indie;Racing;Simulation;Sports;Early Access",32.00000000,1
"Indie;Massively Multiplayer;Simulation;Early Access",31.95185000,2
"Action;Adventure;Massively Multiplayer;RPG;Simulation;Strategy",31.92376667,3
Violent;Action;Strategy,31.86984000,5
Violent;Gore;Casual;Indie,31.83255000,2
Action;Indie;RPG;Simulation;Strategy,31.82907143,7
Violent;Gore;Action;Casual;Strategy,31.81820000,1
Adventure;Casual;Indie;Simulation;Sports;Strategy,31.81817500,8
Action;Casual;Racing,31.78232857,7
"Adventure;Massively Multiplayer",31.77570000,1
Violent;Gore;Action;Adventure;Indie;RPG;Strategy,31.66665000,2
"Animation & Modeling;Design & Illustration;Photo Editing;Utilities",31.64560000,1
"Action;Indie;Massively Multiplayer;Simulation;Early Access",31.60147500,4
Action;Indie;Simulation;Strategy,31.59438857,35
Casual,31.59385176,541
"Sexual Content;Nudity;Action;Casual;Indie",31.51553333,3
Violent;Gore;Adventure;Indie,31.50207222,18
Adventure;Casual;Indie;RPG;Simulation;Strategy,31.45624872,39
"Action;Adventure;Casual;Indie;Sports;Early Access",31.43940000,2
"Violent;Gore;Action;Strategy;Early Access",31.42860000,1
Adventure;Casual;Indie;RPG;Sports,31.42860000,1
"Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Strategy",31.41350000,1
Simulation;Strategy,31.31562370,173
Adventure;Casual;Indie;RPG;Simulation;Sports,31.31313333,3
Violent;Action;Indie,31.27951351,37
Indie;Sports,31.23583333,30
Adventure;Indie;Casual,31.16440000,1
Violent;Action;Indie;Strategy,31.13925000,2
"Animation & Modeling;Design & Illustration;Education",31.11110000,1
"Action;Casual;Massively Multiplayer;Racing;Simulation;Sports;Early Access",31.11110000,1
Adventure;Simulation,31.10740667,30
Action;Adventure;Indie;Strategy,31.07563214,56
Violent;Gore;Action;Indie,31.01902857,56
Strategy;Casual,30.99798750,8
"Action;Strategy;Early Access",30.93620000,8
"Adventure;Casual;Indie;Simulation;Strategy;Early Access",30.92208000,5
Adventure;RPG;Simulation;Strategy,30.90812500,4
"Animation & Modeling;Software Training;Utilities;Early Access",30.85710000,1
"Sexual Content;Nudity;Adventure;Indie;Simulation;Strategy",30.85110000,1
Adventure;Indie;Simulation,30.84047983,119
"RPG;Strategy;Early Access",30.81950000,2
"Violent;Gore;Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access",30.76925000,2
Violent;Adventure;Casual;Indie;RPG;Simulation;Strategy,30.76920000,1
Action;Adventure;RPG;Strategy,30.75095000,8
Action;Adventure;Sports,30.60327500,4
Strategy;Indie;Casual,30.57625000,2
"Animation & Modeling;Design & Illustration;Education;Software Training;Utilities",30.53500000,3
Racing;Simulation;Sports,30.52379818,55
"Action;Adventure;Casual;Indie;Strategy;Early Access",30.46592857,14
"Action;Casual;Indie;Massively Multiplayer;RPG;Simulation",30.43480000,1
"Action;Casual;Indie;Simulation;Sports;Early Access",30.41937000,10
"Sexual Content;Nudity;Violent;Adventure;Casual",30.30300000,1
"Casual;Indie;Early Access",30.29332174,46
Action;Adventure;Casual,30.28892105,57
Adventure;Casual;Indie;Strategy,30.21383148,54
"Action;Adventure;Simulation;Early Access",30.16554000,5
Indie;RPG;Simulation;Strategy,30.07142895,38
Action;Indie;Racing;Simulation;Sports,30.02684286,14
"Action;Indie;Simulation;Early Access",30.02356905,42
Racing;Sports,30.02297222,18
"Action;Adventure;Indie;RPG;Early Access",30.01750642,109
"Indie;Massively Multiplayer;Simulation;Strategy",30.00000000,1
"Sexual Content;Nudity;Violent;Casual;Indie",30.00000000,1
"Action;Adventure;Racing;Early Access",30.00000000,2
Gore;Casual;Indie;Strategy,30.00000000,1
"Action;Adventure;Indie;Early Access",29.86872636,129
Gore;Action;Indie,29.86294000,5
Action;Casual;Indie;Simulation,29.83420440,91
"Action;Casual;Indie;Massively Multiplayer;Simulation;Strategy;Early Access",29.82460000,1
Strategy,29.80361706,463
"Sexual Content;Nudity;Casual",29.76193333,3
Indie;Simulation,29.73663610,205
"Action;Casual;Indie;Massively Multiplayer;Strategy",29.72680000,2
Action;Casual;Indie;RPG;Simulation;Strategy,29.71965000,2
Casual;Simulation;Sports;Strategy,29.69201111,9
"Violent;Gore;Action;Indie;RPG;Early Access",29.68575000,2
RPG;Simulation;Strategy,29.65693571,14
"Casual;Indie;RPG;Early Access",29.56486667,3
Adventure;Casual;Indie;Sports;Strategy,29.54542500,4
Action;Strategy,29.52038919,74
"Action;Indie;RPG;Simulation;Early Access",29.51128750,8
"Simulation;Early Access",29.47961923,26
"Adventure;Casual;Indie;RPG;Simulation;Strategy;Early Access",29.47370000,1
Adventure;Indie;Simulation;Strategy,29.45136190,21
Casual;Indie;Simulation,29.42049694,359
"Sexual Content;Nudity;Adventure;Casual;Indie;RPG;Strategy",29.41180000,1
"Casual;Free to Play;Indie;Massively Multiplayer;Simulation;Sports;Strategy",29.41180000,1
"Adventure;Casual;Indie;Early Access",29.18691667,24
"Action;Adventure;Casual;Indie;Massively Multiplayer;Simulation;Strategy",29.16670000,1
Violent;Action;Casual;Indie;Strategy,29.16665000,2
Adventure;Casual;Indie;RPG;Strategy,29.14179677,62
"Action;Racing;Early Access",29.13270000,5
"Massively Multiplayer;Simulation;Sports;Early Access",29.09090000,1
Action;Indie;Strategy,29.07759954,217
"Casual;Indie;Sports;Early Access",29.07147857,14
Violent;Gore;Action;Indie;RPG,29.06045000,2
"Action;Adventure;RPG;Early Access",29.02834211,19
Action;Adventure,29.01727825,354
"Adventure;Casual;Indie;RPG;Simulation;Early Access",28.96655000,10
Action;Casual;Indie;Strategy,28.95230424,118
"Adventure;Casual;Indie;Simulation;Early Access",28.83848182,11
"Sexual Content;Violent;Gore;Casual",28.78790000,1
"Sexual Content;Nudity;Adventure;RPG",28.75240000,2
"Sexual Content;Nudity;Gore;Casual;Indie",28.75000000,1
Action;Adventure;Indie,28.72610634,1199
"Action;Adventure;Casual;Indie;Early Access",28.67203396,53
"Adventure;Casual;Strategy;Early Access",28.66240000,1
Indie;Strategy,28.62137025,353
"Action;Adventure;RPG;Strategy;Early Access",28.57145000,2
"Animation & Modeling;Early Access",28.57140000,1
"Adventure;Casual;RPG;Early Access",28.57140000,1
"Action;Indie;Massively Multiplayer;RPG;Simulation;Early Access",28.57140000,1
Action;Racing;Strategy,28.57140000,1
Violent;Action;Adventure;Indie;RPG;Simulation,28.57140000,1
"Sexual Content;Nudity;Violent;Gore;Action;Casual",28.57140000,1
Indie;RPG;Sports;Strategy,28.57140000,1
"Sexual Content;Adventure;Indie;Simulation",28.57140000,1
Action;Adventure;Casual;Indie;Racing;Simulation,28.48015833,12
Action;RPG;Strategy,28.47601000,10
Action;Casual,28.31213925,107
"Indie;Strategy;Early Access",28.16603860,57
Action;Adventure;RPG,28.14211379,87
"Casual;Indie;Simulation;Early Access",28.12534821,56
Indie;Casual,28.02139545,22
Action;Adventure;Casual;Indie;RPG;Strategy,27.99214000,30
"Action;Casual;Indie;Simulation;Strategy;Early Access",27.93836667,9
Adventure;Casual;Simulation,27.92839762,42
Adventure;Indie;Strategy,27.88555921,76
Violent;Gore;Action;Adventure;Indie;Strategy,27.87880000,2
"Casual;Early Access",27.84820588,17
"Violent;Indie;Early Access",27.77780000,2
"Adventure;Indie;Massively Multiplayer;RPG;Strategy",27.70726667,3
Violent;Adventure;Indie,27.69051429,14
"Action;Adventure;Casual;Indie;RPG;Simulation;Strategy;Early Access",27.66995000,4
Action;Adventure;Indie;RPG,27.66704074,324
Casual;Strategy,27.59438854,96
"Sexual Content;Indie;RPG",27.58620000,1
"Indie;Massively Multiplayer;Racing;Simulation",27.58620000,1
"Casual;Indie;Simulation;Strategy;Early Access",27.56323636,22
"Sexual Content;Casual;Indie",27.45642500,8
"Violent;Action;Simulation;Early Access",27.45100000,1
Casual;Indie;RPG;Strategy,27.35988696,23
Nudity;Violent;Action;RPG;Strategy,27.31960000,1
Action;Indie;Racing;Simulation,27.27835000,10
Gore;Action;Adventure;Casual;Indie,27.27270000,1
"Action;Adventure;Casual;Free to Play;Indie;RPG;Simulation;Sports;Strategy",27.27270000,1
"Violent;Gore;Action;Indie;Early Access",27.18667778,9
Action;Casual;Indie;Sports;Strategy,27.15912500,4
Violent;Gore;Action;Casual;Indie,27.13197143,7
"Adventure;Indie;Simulation;Strategy;Early Access",27.09326667,6
"Action;Indie;Racing;Early Access",27.05185556,18
"Sexual Content;Violent;Adventure;Indie;Simulation",27.04680000,2
Casual;Indie;RPG,27.04132203,59
Action;Casual;Simulation;Strategy,27.02137500,12
"Indie;Simulation;Strategy;Early Access",26.99749500,80
"Indie;Massively Multiplayer;RPG",26.98642000,5
Casual;Indie;RPG;Simulation;Strategy,26.98591818,22
"Casual;Indie;Racing;Simulation;Sports;Early Access",26.96670000,3
Violent;Adventure;Casual;Indie,26.94594000,5
Violent;Adventure;Indie;Strategy,26.92310000,1
"Violent;Gore;Action;Adventure;Casual;Indie;RPG;Early Access",26.78570000,1
"Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Game Development",26.75036667,3
"RPG;Early Access",26.74910833,12
RPG;Strategy,26.73973678,87
Adventure;Strategy,26.68077143,21
Action;Adventure;Indie;Racing;Simulation;Sports,26.67320000,2
Adventure;Casual;Strategy,26.66942273,22
"Action;Adventure;Casual;Indie;Racing;Sports;Early Access",26.66670000,1
Casual;Indie;Strategy,26.64519724,435
Casual;Simulation;Strategy,26.63207727,44
Action;Racing;Sports,26.61590000,6
"Free to Play;Indie;Simulation;Early Access",26.59570000,1
Action;Simulation;Sports,26.56432222,9
Casual;Indie;Racing;RPG;Simulation;Sports,26.53060000,1
"Indie;Racing;Sports;Early Access",26.45827500,4
Action;Indie;Casual,26.45105000,4
"Action;Adventure;Indie;Strategy;Early Access",26.43026923,13
Adventure;Casual;Indie,26.39129821,782
Casual;Indie,26.34308486,1440
"Action;Casual;Indie;Strategy;Early Access",26.26247857,14
Adventure;Casual;RPG;Simulation,26.25982000,5
Casual;Indie;RPG;Simulation,26.22395000,36
Adventure;Casual;Indie;RPG,26.20864965,143
Adventure;Casual;RPG,26.14698333,12
Violent;Adventure;Casual;Simulation,26.14035000,2
Action;Casual;Indie;Racing;Sports,26.06458750,16
"Sexual Content;Nudity;Action;Adventure;Indie;RPG",26.04165000,2
"Sports;Early Access",25.96957778,9
Violent;Action;Casual;Indie;Simulation;Strategy,25.92590000,1
Violent;Adventure;RPG,25.92590000,1
Action;RPG;Simulation,25.90365000,6
Action,25.86448534,798
"Sexual Content;Nudity;Adventure;Casual;Indie;RPG",25.78945000,2
"Action;Adventure;Indie;Massively Multiplayer;Racing;Simulation",25.71430000,1
Violent;Adventure;Indie;Simulation,25.66740000,1
"Sexual Content;Nudity;Indie;Simulation",25.62960000,1
"Adventure;Indie;Early Access",25.62854906,53
Action;Casual;Indie,25.61554760,981
"Indie;Early Access",25.57927636,55
Violent;Adventure,25.56827778,9
Adventure;Indie;RPG,25.47981644,438
"Sexual Content;Violent;Gore;Adventure;Indie;Early Access",25.45450000,1
Action;Adventure;Indie;Racing,25.41319474,19
Violent;Gore;Action;Indie;Strategy,25.41230000,3
Action;Indie;RPG,25.35617010,194
Action;RPG,25.34166563,96
"Sexual Content;Nudity;Casual;Indie;RPG",25.23572500,4
Action;Indie;RPG;Strategy,25.19499189,37
Gore;Adventure,25.18655000,2
"Sexual Content;Nudity;Indie",25.15533333,3
Action;Adventure;Strategy,25.14206250,24
"Action;Indie;Strategy;Early Access",25.08152826,46
"Action;Adventure;Indie;Massively Multiplayer;RPG",25.04197500,12
Action;Adventure;Casual;RPG;Simulation,25.00000000,1
"Action;Adventure;Casual;Indie;Massively Multiplayer;Simulation;Early Access",25.00000000,1
Casual;Indie;Education,25.00000000,1
Nudity;Violent;Action;Indie;RPG,25.00000000,1
"Sexual Content;Violent;Gore;Action;Adventure;Casual;Indie;RPG;Strategy",25.00000000,1
Action;Casual;Racing;Simulation;Sports,25.00000000,2
"Violent;Indie;Strategy;Early Access",25.00000000,1
Action;Adventure;Indie;Racing;RPG,25.00000000,1
Indie,24.97081570,707
Nudity;Adventure,24.97025000,4
Adventure;Indie;RPG;Strategy,24.77820345,87
Nudity;Action;Adventure;Indie,24.75250000,1
Action;Indie;Racing,24.69055775,71
"Sexual Content;Strategy",24.52110000,1
Indie;Racing;Simulation,24.44002727,11
Nudity;Violent;Adventure;Indie;RPG,24.31100000,2
"Action;Casual;Early Access",24.30555000,4
Action;Indie,24.29903949,1803
Action;Indie;Simulation;Sports,24.25931429,21
Adventure;Casual;Indie;RPG;Simulation,24.21312000,30
"Animation & Modeling;Design & Illustration;Photo Editing",24.20380000,1
"Action;Indie;RPG;Strategy;Early Access",24.14395714,7
Adventure;Indie,24.11156578,1128
Adventure;Casual;Indie;Racing;Simulation,24.07655000,2
"Indie;Massively Multiplayer;Simulation;Strategy;Early Access",24.03845000,2
"Indie;Massively Multiplayer;Simulation",23.94760000,2
Adventure;RPG;Simulation,23.88938000,5
"Indie;Massively Multiplayer;RPG;Simulation",23.86760000,1
"Action;Indie;Massively Multiplayer;Simulation;Strategy;Early Access",23.82865000,2
Nudity;Violent;Indie,23.80950000,1
Violent;Gore;Action;Adventure;RPG,23.78985000,2
"Indie;Sports;Early Access",23.78092500,4
Adventure,23.77748330,497
"Action;Adventure;Indie;Racing;Simulation;Early Access",23.72880000,1
Nudity;Violent;Adventure;Indie,23.59716667,3
"Sexual Content;Violent;Gore;Adventure;Indie",23.57897500,4
Indie;RPG;Strategy,23.54905735,136
Action;Adventure;Indie;RPG;Sports,23.52940000,1
Action;Casual;Indie;RPG;Simulation,23.48774286,7
Action;Indie;Racing;Simulation;Strategy,23.33330000,1
Action;Casual;Indie;Racing,23.33232778,36
Violent;Gore;Adventure;Casual;Indie;Strategy,23.31290000,1
"Indie;RPG;Early Access",23.30659444,18
"Casual;Indie;RPG;Strategy;Early Access",23.27410000,5
RPG,23.23245349,258
Action;Adventure;Indie;Sports,23.10190000,5
"Animation & Modeling;Design & Illustration;Utilities;Video Production",23.07690000,1
"Indie;Simulation;Education;Early Access",23.07690000,1
"Action;Adventure;Casual;Indie;Racing;Early Access",23.01586667,3
"Sexual Content;Indie",23.01585000,2
"Action;Adventure;Massively Multiplayer;Early Access",23.01040000,2
"Indie;Simulation;Sports;Early Access",22.99135000,6
Nudity;Gore;Adventure;Casual;Indie,22.95215000,2
Gore,22.87770000,1
Adventure;Casual,22.73429398,498
"Action;Casual;Indie;Massively Multiplayer;Early Access",22.64955000,2
"Action;Casual;Indie;Sports;Early Access",22.49496429,14
"Indie;Racing;Early Access",22.42192222,9
"Action;Indie;Simulation;Sports;Early Access",22.37233077,13
Action;RPG;Indie,22.36026667,3
"Design & Illustration;Education;Utilities",22.32460000,3
Nudity;Indie,22.26180000,2
"Animation & Modeling;Design & Illustration;Utilities",22.25545714,7
"Adventure;Indie;Racing;Early Access",22.22220000,2
Violent;Casual;Indie,22.22220000,1
Action;Strategy;Indie;Sports,22.16220000,1
"Indie;Massively Multiplayer;RPG;Strategy",22.12860000,4
Adventure;RPG,21.95132381,63
"Adventure;Casual;Indie;RPG;Early Access",21.94636667,9
Casual;Racing,21.88083636,11
Action;Casual;Indie;Simulation;Sports;Strategy,21.87500000,1
"Adventure;Casual;Massively Multiplayer;Simulation",21.82635000,2
Indie;RPG,21.74031238,202
"Action;Massively Multiplayer;Simulation;Strategy",21.73540000,1
"Massively Multiplayer;RPG",21.69895000,2
"Sexual Content;Nudity;Violent;Gore;Action",21.69890000,1
"Racing;Simulation;Early Access",21.65182000,5
"Sexual Content;Nudity;Adventure;Casual;Simulation",21.63195000,2
"Action;Adventure;Massively Multiplayer;RPG;Strategy;Early Access",21.62160000,1
Action;RPG;Simulation;Strategy,21.61005000,2
"Action;Adventure;Casual;Indie;RPG;Early Access",21.50996000,15
"Sexual Content;Nudity;Action;Adventure;Indie",21.42860000,1
"Indie;Sports;Strategy;Early Access",21.42860000,1
Violent;Gore;Adventure;RPG,21.40865000,2
"Action;Indie;RPG;Early Access",21.36328222,45
"Animation & Modeling;Design & Illustration",21.31150000,2
"Action;Indie;Early Access",21.21563444,270
"Action;Indie;Massively Multiplayer;Strategy;Early Access",21.16400000,1
Action;Adventure;Casual;Indie;Racing,21.06717500,8
Violent;Gore;Indie;Strategy,21.05260000,1
"Violent;Action;Adventure;Casual;Indie;RPG;Early Access",21.05260000,1
"Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access",21.01696667,9
Action;Casual;RPG,21.01340000,3
Violent;Gore;Action;Indie;RPG;Simulation;Strategy,20.83330000,1
"Sexual Content;Nudity;Adventure;Indie",20.61938000,5
Indie;Sports;Strategy,20.55168333,6
Action;Casual;Indie;Sports,20.53424333,60
Action;Indie;Racing;Strategy,20.51686667,3
Action;Adventure;Racing;RPG;Simulation,20.45450000,1
"Action;Adventure;Casual;Massively Multiplayer",20.37335000,2
"Action;Massively Multiplayer;Simulation;Early Access",20.29500000,2
"Action;Indie;Massively Multiplayer;RPG;Strategy;Early Access",20.28610000,1
Action;Indie;Racing;Sports,20.22760500,20
"Sexual Content;Nudity;Adventure;Simulation",20.19403333,3
Adventure;RPG;Strategy,20.16867083,24
Action;Racing;RPG,20.12830000,1
"Animation & Modeling;Design & Illustration;Game Development;Early Access",20.00000000,1
Nudity;Violent;Adventure,20.00000000,1
Violent;Action;Simulation;Strategy,20.00000000,1
"Nudity;Adventure;RPG;Strategy;Early Access",20.00000000,1
"Gore;Adventure;Indie;Early Access",20.00000000,1
"Action;RPG;Sports;Early Access",20.00000000,1
"Audio Production;Design & Illustration;Utilities;Video Production;Web Publishing",20.00000000,1
"Sexual Content;Nudity;Adventure",19.94080000,3
Nudity;Action;Casual;Indie,19.92190000,2
"Sexual Content;Nudity;Violent;RPG;Strategy",19.86060000,1
Nudity;Violent;Gore;Adventure;Indie,19.84440000,1
RPG;Casual;Adventure,19.71830000,1
"Action;Casual;Indie;Massively Multiplayer;Strategy;Early Access",19.67903333,3
Nudity;RPG,19.65595000,2
"Adventure;Indie;RPG;Simulation;Early Access",19.65328571,14
"Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Web Publishing;Game Development",19.63600000,3
"Sexual Content;Action;Casual;Indie",19.62030000,2
"Adventure;Casual;Indie;Strategy;Early Access",19.59627143,7
Adventure;Casual;Simulation;Strategy,19.58719231,26
"Sexual Content;Nudity;RPG",19.51220000,1
Violent;Gore;Action;Casual;Indie;Racing,19.50640000,1
"Adventure;Casual;Indie;RPG;Strategy;Early Access",19.29541250,8
"Casual;Indie;Racing;Sports;Early Access",19.25925000,2
Nudity;Violent;Action;Adventure;RPG,19.25795000,2
"Sexual Content;Nudity;Casual;Indie;Strategy",19.23080000,1
"Sexual Content;Nudity;Action;Casual;Indie;Simulation",19.20100000,3
"Action;Casual;Indie;Massively Multiplayer;RPG;Early Access",19.08600000,2
Action;Adventure;Casual;Racing;RPG;Sports;Strategy,19.07090000,1
"Sexual Content;Nudity;Violent;Gore;RPG",19.05545000,2
"Action;Indie;Sports;Early Access",19.01505625,16
"Utilities;Web Publishing",18.96550000,1
"Casual;Indie;Strategy;Early Access",18.82832105,19
"Sexual Content;Nudity;Violent;Indie;Simulation;Strategy",18.69280000,1
Violent;Action;Adventure;Indie;Simulation,18.66725000,2
Violent;RPG;Strategy,18.61235000,2
"Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Video Production;Web Publishing;Game Development",18.60470000,1
Adventure;Casual;RPG;Simulation;Strategy,18.36076667,3
Action;Adventure;Indie;Racing;Strategy,18.26925000,2
"Sexual Content;Nudity;Casual;Indie",18.24726250,24
"Sexual Content;Casual",18.23270000,2
