publisher,paginas_suporte_por_publisher,jogos_lancados,faturamento_min,suporte_por_jogo
"NAPE GAMES",0,2,0,0.0000
"IndieLeague Studio",0,1,0,0.0000
"Meadow Games",0,1,0,0.0000
"Gun Beat",0,1,0,0.0000
WayWay,0,1,0,0.0000
"Reframe Games Inc.",0,1,0,0.0000
"Whitethorn Digital",1,3,0,0.3333
dny.coder,0,1,0,0.0000
"Artists Entertainment",0,2,0,0.0000
"le8 stdio",0,1,0,0.0000
"Eggys Games",0,1,0,0.0000
Gampixi,0,1,0,0.0000
"Paul Kohler",0,1,0,0.0000
"Ancient War Studios",0,1,0,0.0000
"Logic Games",0,1,0,0.0000
"Oslo Albet",0,1,0,0.0000
MyDreamForever,0,1,0,0.0000
"kessels game studio",0,1,0,0.0000
J_WGames,0,1,0,0.0000
"Hypersnow Games",0,1,0,0.0000
Crownbird,0,1,0,0.0000
"Dungeon Brick Studios",0,1,0,0.0000
"Fantasia Studio",0,2,0,0.0000
"Jorge Ramon Puig ",0,1,0,0.0000
"Retroscope Games",0,1,0,0.0000
BouSoft,0,1,0,0.0000
SHIXIXI,0,1,0,0.0000
"?? RedSpring",0,2,0,0.0000
"Skwiggle Entertainment  ",0,1,0,0.0000
"Griffin DesBles",0,1,0,0.0000
"FOREVER GAME STUDIO LTD",0,1,0,0.0000
"Demir Leylek",0,1,0,0.0000
"Cuddle Tree",0,1,0,0.0000
"Husky Entertainment LLC",0,1,0,0.0000
T.D,0,1,0,0.0000
"Paul Schwörer",0,1,0,0.0000
"Will deManbey",0,1,0,0.0000
"XAC Inc.",0,1,0,0.0000
RedTower,0,1,0,0.0000
Consttelattions,0,1,0,0.0000
"Flying Star Games",0,3,0,0.0000
"Hao Game",0,1,0,0.0000
"Gestalt Development Studio",1,2,0,0.5000
?????????????,1,4,0,0.2500
"Puzzle Game",0,3,0,0.0000
Obulum,0,1,0,0.0000
CrafterYun,0,1,0,0.0000
"Indiever Games",0,1,0,0.0000
"OPAL Studio",0,1,0,0.0000
RoomsforRockets,0,1,0,0.0000
"Joshua Wilson",0,1,0,0.0000
"Mola game",0,2,0,0.0000
"Bodin Concept",0,1,0,0.0000
"Gabriele Barone;Giacomo Garcea",0,1,0,0.0000
"Orange Valley",0,1,0,0.0000
"Momentum Games",0,1,0,0.0000
"DreamBig Games",0,2,0,0.0000
"Xue yang",0,3,0,0.0000
NickyH,0,1,0,0.0000
SugarHyped,0,1,0,0.0000
MyDreamForever_Old,0,2,0,0.0000
ProntiatVR,0,1,0,0.0000
"James Richardson",0,1,0,0.0000
YukiOstudio,0,1,0,0.0000
GamersUnit,0,1,0,0.0000
"Norse Designs",0,1,0,0.0000
zeroplaystone,0,1,0,0.0000
HappyGame,0,1,0,0.0000
"Second Dimension Games",0,1,0,0.0000
Brouillard,0,2,0,0.0000
BoringGame,0,1,0,0.0000
"Seldom Ludious",0,1,0,0.0000
DPAD-FTW,0,2,0,0.0000
"Graphium Studio",0,3,0,0.0000
"Black Snake Games",0,1,0,0.0000
"Sweet Slush Games",0,1,0,0.0000
"Armoured Beans",0,2,0,0.0000
Funny,0,1,0,0.0000
"Ruben Alcañiz",0,1,0,0.0000
K3I,0,1,0,0.0000
"JMF Games",0,1,0,0.0000
KazukiShiroma,0,1,0,0.0000
"Retro Craftz Studio",0,1,0,0.0000
"LUEGOLU3GO STUDIOS",0,1,0,0.0000
"Innovative Underdogs",0,1,0,0.0000
"Retrograde Games",0,1,0,0.0000
Vikintor,0,1,0,0.0000
Towerfilm,0,1,0,0.0000
"Fedorov Ilya & Andrew Konovalov",0,2,0,0.0000
"Use Your Head - Games",1,4,0,0.2500
"Goca Games",0,1,0,0.0000
"Mankind, Inc.",0,1,0,0.0000
abso1ution,0,1,0,0.0000
"Alfred & Vige",0,1,0,0.0000
Joyfulstar,0,1,0,0.0000
"Psycho Boy Jack",0,1,0,0.0000
RandomSpin,0,2,0,0.0000
TheMasterGames,0,1,0,0.0000
"Shotgun Anaconda",0,1,0,0.0000
"So Dank Studio",0,1,0,0.0000
"Smash Bolt Games",0,1,0,0.0000
"Flippancy Studio",0,1,0,0.0000
"Contortionist Games",0,1,0,0.0000
"Everguild Ltd.",0,1,0,0.0000
"Extreme Games",0,2,0,0.0000
"Cat Logic Games",0,1,0,0.0000
Stegobubbles,0,1,0,0.0000
"Will Bowerman",0,1,0,0.0000
"Chainsaw Development",0,1,0,0.0000
"Actually A Game Company, L.L.C",0,1,0,0.0000
"Penelope Evans",0,1,0,0.0000
"Michiru Michel Nakamura",0,1,0,0.0000
"Jia-Ho Jian",0,1,0,0.0000
"Sheer Studios",0,2,0,0.0000
BolHut,0,1,0,0.0000
mNosGaming,1,3,0,0.3333
" Zotdinex",0,1,0,0.0000
SunshineOvercast,0,1,0,0.0000
pepeizq,0,1,0,0.0000
"Light Fox Games",0,1,0,0.0000
"Village Bench",0,1,0,0.0000
"Red Fox Studio",0,1,0,0.0000
"TKG Inc.",0,1,0,0.0000
"Gear Learning",0,1,0,0.0000
"Monster Mansion",0,1,0,0.0000
NORSKA,0,2,0,0.0000
"Hot Game",0,1,0,0.0000
xia,0,1,0,0.0000
"Joyloft Co., Limited",0,1,0,0.0000
"JRM Studios",0,1,0,0.0000
AKC,0,1,0,0.0000
"Crazy Frie",0,1,0,0.0000
UnrealDevelopment,0,1,0,0.0000
"KZ GAMES",0,1,0,0.0000
ARTLINK,0,1,0,0.0000
"Firez Studios",0,1,0,0.0000
"Nuke Games",0,1,0,0.0000
WP,0,1,0,0.0000
Megamini009,0,1,0,0.0000
"Roxiano Creations",0,1,0,0.0000
"Sevite byte studio",0,1,0,0.0000
"Unstoppable Pug Studio",0,1,0,0.0000
"Philippe Pelchat",0,1,0,0.0000
"Trash Dragon Games",0,1,0,0.0000
"Blue Wizard Digital",2,4,0,0.5000
"Virtual Reality Experience",0,1,0,0.0000
"Spyridon Thalassinos",0,1,0,0.0000
MonteCube,0,1,0,0.0000
"Silver Sphere Studios",0,1,0,0.0000
"Red Rocket Games",0,1,0,0.0000
"Slitherine Ltd. ",2,2,0,1.0000
Bluestrike,1,1,0,1.0000
"Rampant Games",1,1,0,1.0000
"Sanuk Games",1,1,0,1.0000
"Indie Developer",1,1,0,1.0000
"gnifrebel Games UG",1,1,0,1.0000
"Duaik Entretenimento",1,1,0,1.0000
"Chromatic Dream",1,1,0,1.0000
Pentavera,1,1,0,1.0000
"Cyanide Studio",1,1,0,1.0000
GammaLateral,1,1,0,1.0000
"Cosmic Cow LLC",1,1,0,1.0000
"GungHo Online Entertainment America, Inc.",1,1,0,1.0000
www.dev-zoo.net,2,2,0,1.0000
"Yanim Studio",1,1,0,1.0000
Alkemi,1,1,0,1.0000
"Good Games ",1,1,0,1.0000
"Blue Label Studio",1,1,0,1.0000
"Juniper GmbH",1,1,0,1.0000
"Reakktor Studios",1,1,0,1.0000
"Knitted Pixels",1,1,0,1.0000
DigitalWorldEntertainment,1,1,0,1.0000
"Retro Dreamer",1,1,0,1.0000
"EnjoyUp Games S.L.",1,1,0,1.0000
"Right Pedal Studios",1,1,0,1.0000
Hoplon,1,1,0,1.0000
FlexileStudio,1,1,0,1.0000
"Neon Serpent LLC",1,1,0,1.0000
"JumpStart Games, Inc.",1,1,0,1.0000
blamedrop,1,1,0,1.0000
Physmo,1,1,0,1.0000
"Awestruck Games",1,1,0,1.0000
"Insomniac Games",1,1,0,1.0000
"DFour Games",1,1,0,1.0000
"Warchest Ltd.",1,1,0,1.0000
"Ryan Javanshir",1,1,0,1.0000
Maltakreuz,2,2,0,1.0000
Gameguyz,1,1,0,1.0000
"Atelier 801",1,2,0,0.5000
"Rabid Design Studios",1,1,0,1.0000
"Evil Aliens",1,1,0,1.0000
"iconical Ltd.",1,1,0,1.0000
"PHL Collective",1,1,0,1.0000
"Dissident Logic",1,1,0,1.0000
AlteredPlanets,1,1,0,1.0000
"David Newton",1,1,0,1.0000
Lei,1,1,0,1.0000
"Peter Hrdy",1,1,0,1.0000
"Greeny Games Studio",1,1,0,1.0000
"Pringo Dingo Games",1,1,0,1.0000
"Sickware Studios",1,1,0,1.0000
"Key17 Games",1,1,0,1.0000
"Unterrainer Informatik OG",1,1,0,1.0000
"Loading Home",1,2,0,0.5000
"Henchman & Goon",1,1,0,1.0000
"Hitpoint Games Ltd.",1,1,0,1.0000
"Lightbulb Crew;LBC Games",1,1,0,1.0000
"Piranha Games Inc.",1,1,0,1.0000
DGform,1,1,0,1.0000
LucasGame,1,2,0,0.5000
"Crystal Dragon",1,1,0,1.0000
"Juicy Beast",1,1,0,1.0000
"Bigger Boat ",1,1,0,1.0000
MAGICS,1,1,0,1.0000
"Enzo Whyte",1,1,0,1.0000
"Tactic Studios Inc.",1,1,0,1.0000
"Kursed Studios",1,1,0,1.0000
"Emmanuel Salva Cruz",1,1,0,1.0000
"Fluffy Kitten Studios",1,1,0,1.0000
"Spasman Games",2,2,0,1.0000
TCHOW,1,1,0,1.0000
DropDGames,1,1,0,1.0000
"Reperio Studios",1,1,0,1.0000
ProtoMasons.com,1,1,0,1.0000
Antiproto,1,1,0,1.0000
"The Lo-Fi Apocalypse, Inc.",1,1,0,1.0000
"HyperDrive Games",1,1,0,1.0000
"Nightdive Studios;Retroism",2,2,0,1.0000
"Holgersson Entertainment",2,2,0,1.0000
Anothink,1,1,0,1.0000
"Praxia Entertainment Inc",1,1,0,1.0000
"MyDream Interactive, Inc",1,1,0,1.0000
"Erotes studio",2,2,0,1.0000
"T.G.S. TRUE GAMES STUDIO LIMITED",1,1,0,1.0000
"CS Squared Games",1,1,0,1.0000
"TeraBit Software",1,1,0,1.0000
"Luminy Studios",1,1,0,1.0000
"Holy Priest",1,1,0,1.0000
"Upper Class Walrus",1,1,0,1.0000
"Lost Spell",1,1,0,1.0000
CDP,2,2,0,1.0000
TaxSoft,1,1,0,1.0000
"Mechabit Ltd",2,2,0,1.0000
"2Brains Games",1,1,0,1.0000
"CRAZYDIAMOND CO., LTD.",1,1,0,1.0000
"Pwnee Studios",1,1,0,1.0000
Hoobalugalar_X,1,1,0,1.0000
"Razbury Games",1,1,0,1.0000
"Games For All",4,4,0,1.0000
"A Stranger Gravity",1,1,0,1.0000
"Craig Gibbs",1,1,0,1.0000
"RIP Studios LLC",1,1,0,1.0000
"Guerrilla Bandit",1,1,0,1.0000
"Prexen Studios",1,1,0,1.0000
"Burrito Studio",1,1,0,1.0000
Swinfjord-Games,1,1,0,1.0000
"Lord Bytesworth",1,1,0,1.0000
"Seth O'Dale Inc",1,1,0,1.0000
PillowPigGames,1,1,0,1.0000
"Emberheart Games",1,1,0,1.0000
Bigosaur,2,3,0,0.6667
"Giant Enemy Labs",1,1,0,1.0000
"Kronosaur Productions",1,1,0,1.0000
"Dan FitzGerald;Trichotomy",1,1,0,1.0000
"Dustin Gunn",2,2,0,1.0000
"Tenwall Creatives, Inc.",1,1,0,1.0000
DeXP;MyLifeGame.RU,1,1,0,1.0000
"Morphodox Studios",1,1,0,1.0000
LemonOrange,1,1,0,1.0000
"Perro Electrico",1,1,0,1.0000
erm...,1,1,0,1.0000
Games4Kids,1,1,0,1.0000
VoxelStorm,2,2,0,1.0000
"Team Kryll",1,1,0,1.0000
"Kelkafa Studios",1,1,0,1.0000
"Retronic Games",1,1,0,1.0000
"Garage Monkey Studio",1,1,0,1.0000
LionSword,1,1,0,1.0000
"Bolder Games",1,2,0,0.5000
"Rage Monster Games",1,1,0,1.0000
"ElevenSeventy, LLC",1,1,0,1.0000
"Hammer Glass Studio",1,1,0,1.0000
"Peter Gutenko",1,1,0,1.0000
"INSTEAD Community",1,1,0,1.0000
"FleetCOMM Technologies LLC;Rogue Star Games",1,1,0,1.0000
HYPYRYL,1,1,0,1.0000
UNIT9,1,1,0,1.0000
"Axis Game Factory, Inc.",1,1,0,1.0000
Zed-ex,1,1,0,1.0000
Seattletek,1,1,0,1.0000
Retrocade.net,1,1,0,1.0000
"Arcanity Inc",1,1,0,1.0000
"Flaming Pumpkin Ltd",1,1,0,1.0000
Andrettin,1,1,0,1.0000
"Think Heavy Ltd.",1,1,0,1.0000
"Artcom FZC",1,1,0,1.0000
"Super X Studios LLC",1,1,0,1.0000
"Omega Games",2,2,0,1.0000
"Wakeskater Studio",1,1,0,1.0000
"Long Division LLC",1,1,0,1.0000
Marxnet,1,1,0,1.0000
"Professor Why",2,2,0,1.0000
"Protomni Multimedia",1,1,0,1.0000
"For All To Play",2,2,0,1.0000
"Mannequin Games LLC",1,1,0,1.0000
"Dark Duo Games",1,1,0,1.0000
"The Quadsphere",2,2,0,1.0000
"Sleepy Studios",1,2,0,0.5000
"Xtase Studios",1,1,0,1.0000
"APAS games",1,1,0,1.0000
Igry.ru,1,1,0,1.0000
"CrackerJack Games",1,1,0,1.0000
"Red Abyss Software",1,1,0,1.0000
"Orator Games",1,1,0,1.0000
"Butlerstyle Entertainment",1,1,0,1.0000
"Gnarled Scar Manipulations",1,1,0,1.0000
"Solo Instinct",1,1,0,1.0000
"Wild Wolf Std",1,1,0,1.0000
Anticto,1,1,0,1.0000
"Forever Humble PDX",2,2,0,1.0000
"Fishing Planet LLC",1,1,0,1.0000
Wispfire,1,1,0,1.0000
"Teeworlds Team",1,1,0,1.0000
Owlbear,1,1,0,1.0000
zemaGamez,1,1,0,1.0000
"wefiends, Inc.",1,1,0,1.0000
"David Lawrence",1,1,0,1.0000
"Bulkhead Studios Corporation",1,1,0,1.0000
"Starbreeze Studios",1,1,0,1.0000
"Ern? Király",1,1,0,1.0000
studiocime,1,1,0,1.0000
"Epic Devs LLC",1,1,0,1.0000
Mandlebar,1,1,0,1.0000
"Mangatar Games",1,1,0,1.0000
"All-Star Apps, LLC",1,1,0,1.0000
"Meteor Shock",1,1,0,1.0000
"i273 LLC",3,3,0,1.0000
"Gag A Maggot Entertainment, LLC.",1,1,0,1.0000
"Tuomo Laine",1,1,0,1.0000
"Buff Studio Co.,Ltd.",1,1,0,1.0000
"Tartezal Holdings Ltd.",1,1,0,1.0000
"EyeSpyda Games",1,1,0,1.0000
"QuantumSquid Interactive",1,1,0,1.0000
"Craig Daversa",1,1,0,1.0000
"Jardel Elias",2,2,0,1.0000
"Origin8 Technologies Ltd",1,1,0,1.0000
"Blackthorn Media Inc",1,1,0,1.0000
"Tipping Goat LLC",1,1,0,1.0000
"girl software",1,2,0,0.5000
"Psychic Games Ltd.;Goblin Portal",1,1,0,1.0000
"Thirsten Studios",1,1,0,1.0000
"Sara Lisa Vogl;VR Nerds",1,1,0,1.0000
NTTGame,1,1,0,1.0000
"Big Dorks Entertainment",1,1,0,1.0000
"The Good Mood Creators",1,1,0,1.0000
"High Fidelity, Inc",1,1,0,1.0000
"14 Dimension Enterprise",1,1,0,1.0000
"Little Cloud Games",1,1,0,1.0000
"Hanged Bunny Studio",1,2,0,0.5000
Neotenia,1,1,0,1.0000
Pidroh,1,1,0,1.0000
"Johannes Eski",1,1,0,1.0000
"MarWin Studios",1,1,0,1.0000
"Mindfield Games",1,1,0,1.0000
"SIM720 LIMITED",1,1,0,1.0000
Farjay.com,1,1,0,1.0000
"Penrose Studios",2,2,0,1.0000
"Oscar Brittain",1,1,0,1.0000
Oldblood,1,1,0,1.0000
"Chris Parsons",1,1,0,1.0000
"NEXUS Studios, Inc.",1,1,0,1.0000
Overcurfew,1,1,0,1.0000
G2CREW,1,1,0,1.0000
"Targhen Games",1,1,0,1.0000
Kosek.com,1,1,0,1.0000
Huebotics,1,1,0,1.0000
"Rich Pine",1,1,0,1.0000
"Cubicle Ninjas",1,1,0,1.0000
"Triple Lasers",1,1,0,1.0000
"Crank Goblin",1,1,0,1.0000
Solidplasma,1,1,0,1.0000
"Monkeybin AS",1,1,0,1.0000
"Poisson Rouge Interactica ltd",1,1,0,1.0000
"Denis Lapiner",1,1,0,1.0000
"One Man Band Games",1,1,0,1.0000
"Simple Designs Software LLC",1,1,0,1.0000
"Aric Morrow",1,1,0,1.0000
Warballoon,1,1,0,1.0000
"Punk Games Studio",1,1,0,1.0000
"4MB Interactive Ltd",1,1,0,1.0000
Self-Published,2,2,0,1.0000
"Raving Bots",1,1,0,1.0000
"Godot Engine",1,1,0,1.0000
"Samuel Manier",1,1,0,1.0000
"Astra Game Studio",1,1,0,1.0000
Whalegun,1,1,0,1.0000
"Bit Golem",1,1,0,1.0000
"Whale Nebula",1,1,0,1.0000
"Black Delta;IMGN.PRO",1,1,0,1.0000
"KWL Productions",1,1,0,1.0000
Naloki,1,1,0,1.0000
BlewScreen,1,1,0,1.0000
"G.rev Ltd.",1,1,0,1.0000
"Nocturne Games",1,1,0,1.0000
"Faber Interactive",1,1,0,1.0000
OlderBytes,1,1,0,1.0000
"The Tambourine",2,2,0,1.0000
"Winter Drake Teller",1,1,0,1.0000
"Lightning Rock",1,1,0,1.0000
"Redshift Media;Sparpweed",1,1,0,1.0000
Supertype,1,1,0,1.0000
"Moving Pixel Games",1,1,0,1.0000
Rewind,1,1,0,1.0000
"Scherrer Medien GmbH",1,1,0,1.0000
"Free Range Games",1,1,0,1.0000
"Odd Comet Games",1,1,0,1.0000
"GDT Limited",1,1,0,1.0000
"Cogg Games Ltd",1,1,0,1.0000
"Loudpak Studios",1,1,0,1.0000
ArrowGroundGames,1,1,0,1.0000
"Touchfight Games LLC",1,1,0,1.0000
"Black Mist Studios",1,1,0,1.0000
"Mysia Games",1,1,0,1.0000
2DArray,1,1,0,1.0000
"The Tambourine	",1,1,0,1.0000
"ZiMAD, Inc.",1,1,0,1.0000
"Black Snowflake Games",1,1,0,1.0000
"NetDragon Websoft Inc.",1,1,0,1.0000
YOX-Project,1,2,0,0.5000
Skelefactor,1,1,0,1.0000
"Drixxel Soft",1,1,0,1.0000
"Narayana Walters",1,1,0,1.0000
"dark made games",1,1,0,1.0000
"Happy Polygon",1,1,0,1.0000
"Axed Game Studio",1,1,0,1.0000
"Visiontrick Media",1,1,0,1.0000
Tongsun,1,1,0,1.0000
"Volumetric Games",1,1,0,1.0000
"Kyle Seeley",2,2,0,1.0000
"Minindustries Game Factory",1,1,0,1.0000
EDWON,1,1,0,1.0000
"Ivent Games",1,1,0,1.0000
"ZuoBuLaiGame;Gamera Game",1,1,0,1.0000
" VisualArts",1,1,0,1.0000
"Samaritan Studios",1,1,0,1.0000
"FLARB LLC",1,1,0,1.0000
"narayana games UG",1,1,0,1.0000
"Beyond Technical",1,1,0,1.0000
"Exquisite Games",2,2,0,1.0000
"Daniel Riley",1,1,0,1.0000
"MeepHead LLC",1,1,0,1.0000
"Virtually Invincible LLC",1,1,0,1.0000
"Red Line Reality",1,1,0,1.0000
"Slipgate Studios",1,1,0,1.0000
"Thomas ZIGHEM",1,1,0,1.0000
"3D Generation",1,1,0,1.0000
4FreaksFiction,1,1,0,1.0000
"Blue Entropy Studios",2,6,0,0.3333
"R I MAD",1,1,0,1.0000
"GIPHY Arts",1,1,0,1.0000
SAT-BOX,3,8,0,0.3750
"Float Gallery",1,1,0,1.0000
"Zolden Games",1,3,0,0.3333
EmmyGames,1,1,0,1.0000
"Nitrome Limited",1,1,0,1.0000
SEEP,3,5,0,0.6000
"CREW Studio Krüger UG",1,1,0,1.0000
"Full Bore Studios, LLC",1,1,0,1.0000
"PeanutButter VR",0,1,0,0.0000
"Mana Wings",0,1,0,0.0000
"Tallbeard Studios LLC",0,1,0,0.0000
"Mute Canary",0,1,0,0.0000
"Sunight Games",1,2,0,0.5000
"Andiks LTD.",0,1,0,0.0000
"DUNEWORLD GAMES INC.",0,1,0,0.0000
Gamepires,0,1,0,0.0000
"Screwy Lightbulb",1,2,0,0.5000
"Cryobolt Interactive",0,1,0,0.0000
"Chronobit Studios",0,1,0,0.0000
"Wastebasket Games",1,2,0,0.5000
GCRH,0,1,0,0.0000
"Iron Helmet Games",1,2,0,0.5000
"IKI STUDIOS, LLC",0,1,0,0.0000
juhbee,0,1,0,0.0000
"Damian Schloter",0,1,0,0.0000
"Dylan Latham",0,1,0,0.0000
OrionSoft,4,5,0,0.8000
"Anawiki Games",4,8,0,0.5000
Beep2Bleep.com,0,1,0,0.0000
"Studio217, LLC",0,1,0,0.0000
"Wesnoth Inc.",0,1,0,0.0000
"Roman Kozhukhov",1,2,0,0.5000
"9 Eyes Game Studio;Stately Snail",0,1,0,0.0000
"Rally Call Software",0,1,0,0.0000
"Pixel Life",0,1,0,0.0000
"Unwieldly Systems",0,1,0,0.0000
"Energize Labs Inc.",0,1,0,0.0000
"Red Iron Labs",1,2,0,0.5000
"Lumen Labs",0,1,0,0.0000
oldnag,0,1,0,0.0000
"KINGS GUARD GAMES",0,1,0,0.0000
"The Voxel Agents",0,1,0,0.0000
"WarPI Games",0,1,0,0.0000
"Youzu Stars",0,1,0,0.0000
"Knightmare Games, Limited",0,1,0,0.0000
"Pixel After Pixel",0,1,0,0.0000
"Fancy Bear Games",0,1,0,0.0000
"Invidious Studios",0,1,0,0.0000
"Hitbear Studio",0,2,0,0.0000
"sleepy macaw",0,1,0,0.0000
GuraShop,1,6,0,0.1667
"Scoles Technologies, LLC",0,1,0,0.0000
Tomatotrap,0,1,0,0.0000
Mokomoto,0,1,0,0.0000
"Mixed Reality Worlds",0,1,0,0.0000
"Razzart Visual",2,4,0,0.5000
"Warka Development",0,1,0,0.0000
"Meow Studios",0,2,0,0.0000
TurnVex,1,3,0,0.3333
free08Games,0,1,0,0.0000
NiVision,1,3,0,0.3333
"Outer Rim Studios LLC",0,1,0,0.0000
"Kyvos Studios",0,1,0,0.0000
"Notus Games Ltd",0,11,0,0.0000
"SMU Guildhall",0,6,0,0.0000
ghiboz,0,1,0,0.0000
weelco_vr,0,1,0,0.0000
"PrimeBit Games S.A.",0,2,0,0.0000
"Heavy Kick Games",0,1,0,0.0000
Irisloft,0,1,0,0.0000
"MoFunZone Inc",0,2,0,0.0000
"Aesthetic Interactive",0,1,0,0.0000
"Big Fun Games",0,1,0,0.0000
"Phobetor;Plug In Digital",0,1,0,0.0000
"Madbox Entertainment",0,2,0,0.0000
ExtraSaucySauce,0,1,0,0.0000
"Moonz Studioz",0,1,0,0.0000
Digigo,0,1,0,0.0000
"Screenzilla Entertainment",0,1,0,0.0000
"Lindero Edutainment",0,3,0,0.0000
UziGames,0,1,0,0.0000
"Bully Innovation Group, Inc.",0,1,0,0.0000
"Player Of Music Technology Co.,Ltd",0,2,0,0.0000
"Interactive Gaming Studios",1,4,0,0.2500
"The Shady Gentlemen",0,1,0,0.0000
"Crash Wave Games Inc.",0,1,0,0.0000
"Prismic Studios",0,1,0,0.0000
"Teal Fire",0,1,0,0.0000
"Transmedia Entertainment",0,1,0,0.0000
"Output Games;indienova",0,1,0,0.0000
"IKEA Communications AB",1,2,0,0.5000
"Lion Castle Entertainment",0,1,0,0.0000
GameBubble06,0,1,0,0.0000
"Bambastic Games",0,1,0,0.0000
Spytihn?v,1,2,0,0.5000
"Flying Islands Team",0,2,0,0.0000
"Solo Grind",0,1,0,0.0000
"Greenlight Games",0,1,0,0.0000
"Bolt Virtual",0,1,0,0.0000
3DIQ,0,1,0,0.0000
MOKKOGRAD,0,1,0,0.0000
"Solid Patterns",0,1,0,0.0000
"The Pulse",0,1,0,0.0000
FoxLeap,0,1,0,0.0000
BySamb,0,1,0,0.0000
"Volker Elzner",0,1,0,0.0000
"Cronos Interactive",0,1,0,0.0000
"Sky Nite",0,2,0,0.0000
"Tiny Titan Studios",0,2,0,0.0000
ciwolsey,1,2,0,0.5000
Applemint,0,3,0,0.0000
"Sonera Game Studio",0,1,0,0.0000
"Paleno Games",0,6,0,0.0000
GexagonVR,2,5,0,0.4000
"Contec Games",0,1,0,0.0000
Badim,5,8,0,0.6250
OneShark,0,3,0,0.0000
"Metaverse Studio",0,1,0,0.0000
Indiesquare,0,1,0,0.0000
"Rat King Entertainment",0,1,0,0.0000
"Aargle, LLC",0,1,0,0.0000
"Brave Little Studios",0,1,0,0.0000
bonefrog,0,1,0,0.0000
CodeBullet,0,1,0,0.0000
"Rockywood Studios",0,1,0,0.0000
"Corrosive Studios LLC",2,5,0,0.4000
SimonCreative,0,1,0,0.0000
"Adam DeLease",2,3,0,0.6667
"Top Hat Studios Inc",0,7,0,0.0000
"Dragon Slumber",1,2,0,0.5000
AmusedSloth,0,1,0,0.0000
"Silver Machine Studios",0,3,0,0.0000
"Painted Sky Studios",0,1,0,0.0000
IndieRevo,1,2,0,0.5000
"GameChanger Studio",1,3,0,0.3333
"Glyph Worlds",0,1,0,0.0000
"Stonebrick Studios UG",0,1,0,0.0000
MGP,0,1,0,0.0000
"nanos GbR;Square Enix",0,1,0,0.0000
"Seacorp Technologies ",0,1,0,0.0000
"Ghostbolt Games",0,1,0,0.0000
5minlab,0,2,0,0.0000
FeelThere,0,3,0,0.0000
"Onur Vural",0,1,0,0.0000
"Frame Interactive",0,1,0,0.0000
"Eternal Night Studios",0,1,0,0.0000
"Touch Dimensions Interactive",0,1,0,0.0000
"Gamestone Studio",0,1,0,0.0000
"No Wand Studios",0,1,0,0.0000
"Arcade Distillery",0,3,0,0.0000
theConstruct,0,1,0,0.0000
"Amigo VR Studio",0,1,0,0.0000
"Summer Media",0,1,0,0.0000
"VRNI Ltd;Kainos",0,1,0,0.0000
"Mehan Games",0,1,0,0.0000
"Teletower Studios",0,1,0,0.0000
Tephra,0,1,0,0.0000
brutalsoft,0,1,0,0.0000
VisualArts,1,3,0,0.3333
"Centrosphere Game",0,1,0,0.0000
"Immersive Artz",0,1,0,0.0000
"Rocky Games",0,1,0,0.0000
Immergity,0,2,0,0.0000
"Post Mortem Pixels",0,2,0,0.0000
"IMGNATION Studios",0,1,0,0.0000
"Edible Entertainment",0,1,0,0.0000
"Pastanaga Sideral",0,1,0,0.0000
"SHUEISHA Inc.",0,1,0,0.0000
"Apapappa Games",0,1,0,0.0000
"Forever Young Games",0,2,0,0.0000
Crytivo,1,3,0,0.3333
Monkeynetics,0,1,0,0.0000
Tantawowa,0,2,0,0.0000
"8th Shore, Inc.",1,3,0,0.3333
"Final Floor Studios",0,1,0,0.0000
inbetweengames,0,2,0,0.0000
"PQube Limited",4,16,0,0.2500
Zetsubou,0,3,0,0.0000
Ideographer,0,1,0,0.0000
"Try This At Home",0,1,0,0.0000
"Fatbot Games, s. r. o.",0,1,0,0.0000
Khundar,0,1,0,0.0000
"Andrew Rowe",1,2,0,0.5000
weRplay,0,2,0,0.0000
Empyrean,0,1,0,0.0000
"Crew Lab",1,12,0,0.0833
"AMG GAMES",0,8,0,0.0000
Phylliida,2,3,0,0.6667
"Studio Pieplus",0,1,0,0.0000
"Future Proof Games",1,2,0,0.5000
"McLeodGaming Inc.;World Entertainment Studios, LLC",0,1,0,0.0000
"Shanghai ThinkingBear Network Technology Co.,Ltd",0,3,0,0.0000
FrostbiteGames,0,1,0,0.0000
Ch.ZBK,0,1,0,0.0000
"SiCzech Arts",0,1,0,0.0000
ROSEVERTE,8,10,0,0.8000
"Pixel Barons",0,1,0,0.0000
"Caffeine Overdose",0,1,0,0.0000
"Restful Panic ltd",0,2,0,0.0000
"Tristan Begin",0,1,0,0.0000
"Immersive VR Limited",0,1,0,0.0000
"mikai inc.",0,1,0,0.0000
"PING YI LIN ",0,1,0,0.0000
"LR Studio",0,3,0,0.0000
"Alpha Strike Games Limited",0,1,0,0.0000
"Gearbox Software, LLC",0,1,0,0.0000
"David Dimond",0,1,0,0.0000
Multiverse,0,2,0,0.0000
"Shenzhen BeanVR Technology Co.Ltd",0,1,0,0.0000
"LivinThing Studio",0,1,0,0.0000
"PlaySide VR",0,1,0,0.0000
"Bean Boy Games",2,3,0,0.6667
QRA-CS,0,2,0,0.0000
yyrGames,0,2,0,0.0000
"Huey Games",0,1,0,0.0000
"Eric Neuman",0,1,0,0.0000
forever8pus,0,1,0,0.0000
